Country.of.Origin,Region,Harvest.Year,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,altitude_low_meters,altitude_high_meters,altitude_mean_meters
Taiwan,嘉義阿里山,2014,Typica,Washed / Wet,0.125,0.1277139208173691,0.1277139208173691,0.1347708894878706,0.13793103448275862,0.13793103448275862,0.1,0.1,0.1,0.14124293785310735,0.0120962864400629,0.08,0,0.0,Green,0,1200.0,1200.0,1200.0
Mexico,la yerba,2014,Typica,Natural / Dry,0.1303780964797914,0.13192612137203166,0.1347708894878706,0.13333333333333333,0.1347708894878706,0.13333333333333333,0.1,0.1,0.1,0.13192612137203166,0.0120962864400629,0.11,0,0.0,Green,0,1296.0,1296.0,1296.0
Uganda,mt elgon,2013,SL14,Washed / Wet,0.1303780964797914,0.13333333333333333,0.1364256480218281,0.1303780964797914,0.13333333333333333,0.13333333333333333,0.1,0.1,0.1,0.13333333333333333,0.0120962864400629,0.12,0,0.0,Green,0,1400.0,1900.0,1650.0
Taiwan,chiayi alishan 嘉義縣阿里山鄉,2014,Typica,Washed / Wet,0.1303780964797914,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.1,0.1,0.1,0.13333333333333333,0.0120962864400629,0.11,0,0.0,Green,0,1240.0,1240.0,1240.0
Thailand,phahi,2013,Caturra,Washed / Wet,0.1347708894878706,0.13333333333333333,0.13333333333333333,0.1303780964797914,0.13192612137203166,0.13333333333333333,0.1,0.1,0.1,0.13333333333333333,0.0120962864400629,0.11,0,0.0,Bluish-Green,0,1500.0,1500.0,1500.0
Colombia,huila,2012,Caturra,Washed / Wet,0.12903225806451613,0.13192612137203166,0.1303780964797914,0.13793103448275862,0.13192612137203166,0.1347708894878706,0.1,0.1,0.1,0.1347708894878706,0.0120962864400629,0.11,0,0.0,Bluish-Green,3,1800.0,1800.0,1800.0
El Salvador,,2012,Other,Washed / Wet,0.12626262626262627,0.125,0.13333333333333333,0.14814814814814814,0.12626262626262627,0.13192612137203166,0.1,0.1,0.10718113612004287,0.1303780964797914,0.0120962864400629,0.0,0,0.0,None,17,,,
Guatemala,antigua,2012,Caturra,Washed / Wet,0.1303780964797914,0.1303780964797914,0.1394700139470014,0.1303780964797914,0.13333333333333333,0.13333333333333333,0.1,0.1,0.1,0.13333333333333333,0.0120962864400629,0.11,0,0.0,Green,0,1500.0,1500.0,1500.0
Thailand,thailand,2012,Other,Washed / Wet,0.1277139208173691,0.1364256480218281,0.1277139208173691,0.1364256480218281,0.13192612137203166,0.1277139208173691,0.1,0.1,0.10718113612004287,0.13192612137203166,0.0120962864400629,0.12,0,0.0,Bluish-Green,0,,,
Mexico,,2012,Other,Washed / Wet,0.13192612137203166,0.13192612137203166,0.1347708894878706,0.13192612137203166,0.1347708894878706,0.13333333333333333,0.1,0.1,0.1,0.13192612137203166,0.0120962864400629,0.11,0,0.0,,2,1100.0,1100.0,1100.0
Mexico,mahuixtlan,2012,Typica,Washed / Wet,0.13333333333333333,0.13192612137203166,0.13192612137203166,0.13192612137203166,0.1347708894878706,0.1347708894878706,0.1,0.1,0.1,0.13192612137203166,0.0120962864400629,0.12,0,0.0,,0,950.0,950.0,950.0
Colombia,52 narino (exact location: mattituy; municipal region: florida code 381,2011,,,0.1364256480218281,0.13192612137203166,0.1347708894878706,0.1347708894878706,0.1303780964797914,0.1303780964797914,0.1,0.1,0.1,0.13192612137203166,0.0120962864400629,0.11,0,0.0,Green,0,1800.0,5900.0,3850.0
United States (Hawaii),kona,,,,0.1277139208173691,0.1303780964797914,0.13333333333333333,0.1303780964797914,0.13333333333333333,0.13192612137203166,0.1,0.1,0.10718113612004287,0.13192612137203166,0.0120962864400629,0.03,2,0.0,,0,,,
Mexico,mexico,2012,Blue Mountain,,0.12903225806451613,0.13192612137203166,0.13793103448275862,0.12903225806451613,0.1303780964797914,0.13192612137203166,0.1,0.1,0.1,0.14124293785310735,0.0120962864400629,0.0,0,0.0,,1,1400.0,1400.0,1400.0
Colombia,huila,2010,,,0.12376237623762376,0.1303780964797914,0.1303780964797914,0.1364256480218281,0.1364256480218281,0.1394700139470014,0.1,0.1,0.1,0.1347708894878706,0.0120962864400629,0.08,0,0.0,,3,1800.0,1800.0,1800.0
Colombia,,2010,,,0.13333333333333333,0.1347708894878706,0.1364256480218281,0.1364256480218281,0.1303780964797914,0.1277139208173691,0.1,0.1,0.1,0.13192612137203166,0.0120962864400629,0.21,0,0.0,,2,,,
Guatemala,oriente,2017,Bourbon,Washed / Wet,0.13333333333333333,0.1347708894878706,0.1347708894878706,0.12903225806451613,0.13333333333333333,0.13333333333333333,0.1,0.1,0.1,0.13333333333333333,0.012109469605231292,0.1,0,1.0,Green,2,1219.2,1219.2,1219.2
Taiwan,國姓鄉 guoshing township,2016,Typica,Pulped natural / honey,0.1303780964797914,0.1347708894878706,0.13333333333333333,0.1347708894878706,0.13192612137203166,0.13333333333333333,0.1,0.1,0.1,0.13333333333333333,0.012109469605231292,0.11,0,5.0,Green,0,1050.0,1050.0,1050.0
Brazil,south of minas,2016,,Pulped natural / honey,0.13333333333333333,0.13192612137203166,0.1347708894878706,0.13333333333333333,0.12903225806451613,0.1364256480218281,0.1,0.1,0.1,0.13333333333333333,0.012109469605231292,0.11,0,0.0,Green,7,,,
Taiwan,changhua baguashan 彰化市八卦山,2017,,,0.13793103448275862,0.13793103448275862,0.14285714285714285,0.14124293785310735,0.14285714285714285,0.14285714285714285,0.1,0.1,0.1,0.1,0.012109469605231292,0.11,0,0.0,Blue-Green,0,200.0,200.0,200.0
Brazil,campos altos - cerrado,2016,,,0.1347708894878706,0.1347708894878706,0.13333333333333333,0.1364256480218281,0.13793103448275862,0.1303780964797914,0.1,0.1,0.1,0.125,0.012109469605231292,0.0,1,9.0,Green,2,,,
Indonesia,aceh,2015,Typica,Semi-washed / Semi-pulped,0.1277139208173691,0.13192612137203166,0.1347708894878706,0.1364256480218281,0.1347708894878706,0.13333333333333333,0.1,0.1,0.1,0.13333333333333333,0.012109469605231292,0.13,0,0.0,Blue-Green,6,1200.0,1300.0,1250.0
Thailand,thailand,2014,,Washed / Wet,0.12903225806451613,0.1364256480218281,0.1347708894878706,0.1303780964797914,0.1347708894878706,0.13333333333333333,0.1,0.1,0.1,0.13333333333333333,0.012109469605231292,0.12,0,0.0,Green,0,800.0,800.0,800.0
Thailand,chiangrai,2014,Caturra,Washed / Wet,0.1347708894878706,0.13192612137203166,0.13192612137203166,0.1347708894878706,0.13192612137203166,0.13333333333333333,0.1,0.1,0.1,0.13333333333333333,0.012109469605231292,0.12,0,0.0,Blue-Green,1,1400.0,1500.0,1450.0
"Tanzania, United Republic Of",ikand village,2014,Other,Washed / Wet,0.12903225806451613,0.1347708894878706,0.1364256480218281,0.13333333333333333,0.13192612137203166,0.13333333333333333,0.1,0.1,0.1,0.13333333333333333,0.012109469605231292,0.12,0,0.0,,1,1317.0,1317.0,1317.0
Uganda,eastern,2013,SL14,Natural / Dry,0.1277139208173691,0.13333333333333333,0.1347708894878706,0.13192612137203166,0.1347708894878706,0.1347708894878706,0.1,0.1,0.1,0.1347708894878706,0.012109469605231292,0.12,0,0.0,Green,0,1400.0,1900.0,1650.0
Costa Rica,central valley,2013,Catuai,Washed / Wet,0.1303780964797914,0.1347708894878706,0.13333333333333333,0.1303780964797914,0.14285714285714285,0.12903225806451613,0.1,0.1,0.1,0.13192612137203166,0.012109469605231292,0.11,0,0.0,Green,3,1200.0,1400.0,1300.0
Mexico,veracruz,2014,,Washed / Wet,0.13192612137203166,0.13192612137203166,0.1347708894878706,0.12903225806451613,0.1303780964797914,0.1303780964797914,0.10718113612004287,0.1,0.1,0.13192612137203166,0.012109469605231292,0.0,0,0.0,Green,11,,,
Guatemala,,2012,,Natural / Dry,0.13333333333333333,0.13192612137203166,0.1347708894878706,0.13192612137203166,0.1347708894878706,0.13192612137203166,0.1,0.1,0.1,0.13333333333333333,0.012109469605231292,0.0,0,0.0,Blue-Green,4,,,
Colombia,huila,2013,Caturra,Washed / Wet,0.12903225806451613,0.13793103448275862,0.1364256480218281,0.1347708894878706,0.13333333333333333,0.1277139208173691,0.1,0.1,0.1,0.13333333333333333,0.012109469605231292,0.11,0,0.0,Blue-Green,3,1750.0,1750.0,1750.0
Colombia,huila,2012,Caturra,Washed / Wet,0.12903225806451613,0.13333333333333333,0.12903225806451613,0.13793103448275862,0.1364256480218281,0.13192612137203166,0.1,0.1,0.1,0.1347708894878706,0.012109469605231292,0.11,0,0.0,,3,1750.0,1750.0,1750.0
Colombia,huila,2013,Caturra,Washed / Wet,0.13192612137203166,0.13333333333333333,0.1347708894878706,0.13192612137203166,0.1303780964797914,0.1347708894878706,0.1,0.1,0.1,0.1347708894878706,0.012109469605231292,0.11,0,0.0,Green,0,1750.0,1750.0,1750.0
Mexico,oaxaca,2012,Typica,Washed / Wet,0.13333333333333333,0.13192612137203166,0.13333333333333333,0.13333333333333333,0.1347708894878706,0.13333333333333333,0.1,0.1,0.1,0.13192612137203166,0.012109469605231292,0.1,0,0.0,Green,6,1250.0,1250.0,1250.0
Mexico,colima,2012,Typica,Washed / Wet,0.1303780964797914,0.13192612137203166,0.13192612137203166,0.12903225806451613,0.1303780964797914,0.14641288433382138,0.1,0.1,0.1,0.13333333333333333,0.012109469605231292,0.12,0,0.0,Green,0,1150.0,1150.0,1150.0
Colombia,huila,2012,Caturra,Washed / Wet,0.1364256480218281,0.1347708894878706,0.13192612137203166,0.1347708894878706,0.1303780964797914,0.13333333333333333,0.1,0.1,0.1,0.1303780964797914,0.012109469605231292,0.11,2,0.0,Green,2,1600.0,1950.0,1775.0
Brazil,south of minas,2011,Mundo Novo,,0.13192612137203166,0.13333333333333333,0.1364256480218281,0.12903225806451613,0.13333333333333333,0.13333333333333333,0.1,0.1,0.1,0.1347708894878706,0.012109469605231292,0.0,0,0.0,,4,900.0,1050.0,975.0
Brazil,south of minas,2018,Bourbon,Natural / Dry,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13192612137203166,0.13333333333333333,0.1,0.1,0.1,0.1347708894878706,0.012121212121212121,0.11,0,0.0,Green,4,890.0,890.0,890.0
Indonesia,bali,2017,Other,Washed / Wet,0.1277139208173691,0.12903225806451613,0.13793103448275862,0.13333333333333333,0.1347708894878706,0.1364256480218281,0.1,0.1,0.1,0.1347708894878706,0.012121212121212121,0.11,0,0.0,Green,5,1250.0,1250.0,1250.0
Honduras,comayagua,2017,Caturra,Washed / Wet,0.13192612137203166,0.13192612137203166,0.1364256480218281,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.1,0.1,0.1,0.13333333333333333,0.012121212121212121,0.1,0,0.0,Green,4,1400.0,1400.0,1400.0
Guatemala,oriente,2016,Bourbon,Washed / Wet,0.13333333333333333,0.13333333333333333,0.1364256480218281,0.13333333333333333,0.1303780964797914,0.13333333333333333,0.1,0.1,0.1,0.13333333333333333,0.012121212121212121,0.1,0,2.0,Green,2,1219.2,1219.2,1219.2
Thailand,thailand,2014,,Washed / Wet,0.13333333333333333,0.1277139208173691,0.13333333333333333,0.12903225806451613,0.1364256480218281,0.1347708894878706,0.10718113612004287,0.1,0.1,0.1277139208173691,0.012121212121212121,0.12,0,0.0,Green,0,800.0,800.0,800.0
Thailand,chiangrai,2014,Caturra,Washed / Wet,0.1364256480218281,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.1303780964797914,0.13333333333333333,0.1,0.1,0.1,0.13333333333333333,0.012121212121212121,0.11,0,0.0,,0,1400.0,1500.0,1450.0
"Tanzania, United Republic Of",karatu arusha,2014,Other,Washed / Wet,0.1303780964797914,0.1347708894878706,0.1364256480218281,0.13192612137203166,0.13333333333333333,0.13333333333333333,0.1,0.1,0.1,0.13333333333333333,0.012121212121212121,0.12,0,0.0,Green,1,1600.0,1600.0,1600.0
"Tanzania, United Republic Of",moshi,2014,Other,Washed / Wet,0.12903225806451613,0.14285714285714285,0.1347708894878706,0.13192612137203166,0.13192612137203166,0.13192612137203166,0.1,0.1,0.1,0.13192612137203166,0.012121212121212121,0.12,0,0.0,Bluish-Green,3,,,
Mexico,chiapas,2013,Other,Washed / Wet,0.1347708894878706,0.13192612137203166,0.13333333333333333,0.1303780964797914,0.13793103448275862,0.13333333333333333,0.1,0.1,0.1,0.13192612137203166,0.012121212121212121,0.0,0,0.0,Green,1,1500.0,1700.0,1600.0
Brazil,south of minas,2014,Yellow Bourbon,Semi-washed / Semi-pulped,0.1347708894878706,0.13333333333333333,0.1303780964797914,0.1364256480218281,0.1347708894878706,0.1303780964797914,0.1,0.1,0.1,0.13333333333333333,0.012121212121212121,0.11,0,0.0,Bluish-Green,0,1260.0,1260.0,1260.0
Guatemala,oriente,2013,Bourbon,Washed / Wet,0.1277139208173691,0.1347708894878706,0.1364256480218281,0.1303780964797914,0.1347708894878706,0.13333333333333333,0.1,0.1,0.1,0.1364256480218281,0.012121212121212121,0.12,0,0.0,Green,4,1310.64,1310.64,1310.64
Colombia,huila,2013,Caturra,Washed / Wet,0.13333333333333333,0.13333333333333333,0.1347708894878706,0.1347708894878706,0.13192612137203166,0.13192612137203166,0.1,0.1,0.1,0.13333333333333333,0.012121212121212121,0.11,0,0.0,Green,1,1750.0,1750.0,1750.0
Guatemala,oriente,2013,Bourbon,Washed / Wet,0.1277139208173691,0.1303780964797914,0.1394700139470014,0.1364256480218281,0.13333333333333333,0.1303780964797914,0.1,0.1,0.1,0.1364256480218281,0.012121212121212121,0.11,0,0.0,Green,0,1310.64,1310.64,1310.64
Mexico,san bartolo tutotepec,2012,Typica,Washed / Wet,0.13333333333333333,0.13192612137203166,0.13333333333333333,0.13333333333333333,0.1347708894878706,0.1347708894878706,0.1,0.1,0.1,0.13192612137203166,0.012121212121212121,0.13,0,0.0,None,10,1679.0,1679.0,1679.0
Mexico,zapotitlan de mendez,2012,Typica,Washed / Wet,0.1303780964797914,0.13333333333333333,0.1364256480218281,0.1303780964797914,0.13333333333333333,0.1364256480218281,0.1,0.1,0.1,0.13333333333333333,0.012121212121212121,0.12,0,0.0,Green,5,1100.0,1100.0,1100.0
Mexico,la concordia,2012,Typica,Semi-washed / Semi-pulped,0.12626262626262627,0.13333333333333333,0.1364256480218281,0.13192612137203166,0.13793103448275862,0.1347708894878706,0.1,0.1,0.1,0.13333333333333333,0.012121212121212121,0.11,0,0.0,,2,1650.0,1650.0,1650.0
Guatemala,oriente,2012,Caturra,Natural / Dry,0.1303780964797914,0.1364256480218281,0.1364256480218281,0.1364256480218281,0.13333333333333333,0.1277139208173691,0.1,0.1,0.1,0.13333333333333333,0.012121212121212121,0.11,0,0.0,Green,5,,,
Brazil,carmo de minas,2012,Bourbon,Semi-washed / Semi-pulped,0.1303780964797914,0.1347708894878706,0.1364256480218281,0.1303780964797914,0.13333333333333333,0.13333333333333333,0.1,0.1,0.1,0.1347708894878706,0.012121212121212121,0.0,0,0.0,Blue-Green,4,1250.0,1250.0,1250.0
Colombia,huila,2012,Caturra,Washed / Wet,0.1303780964797914,0.13333333333333333,0.1364256480218281,0.13333333333333333,0.13793103448275862,0.1303780964797914,0.1,0.1,0.1,0.13192612137203166,0.012121212121212121,0.11,1,0.0,Green,3,1600.0,1950.0,1775.0
United States (Hawaii),kona,2012,Hawaiian Kona,Washed / Wet,0.1364256480218281,0.1347708894878706,0.1364256480218281,0.12903225806451613,0.1347708894878706,0.1303780964797914,0.1,0.1,0.1,0.13192612137203166,0.012121212121212121,0.12,2,0.0,Green,3,,,
Guatemala,huehuetenango,,,,0.12903225806451613,0.13192612137203166,0.1303780964797914,0.1303780964797914,0.13192612137203166,0.13192612137203166,0.10718113612004287,0.1,0.1,0.1364256480218281,0.012121212121212121,0.01,1,0.0,,14,1600.0,1600.0,1600.0
Honduras,"comayagua, honduras",2017,Other,Washed / Wet,0.1347708894878706,0.1303780964797914,0.1394700139470014,0.13192612137203166,0.13192612137203166,0.13333333333333333,0.1,0.1,0.1,0.13333333333333333,0.012132977432661975,0.12,0,1.0,Green,6,1500.0,1500.0,1500.0
Guatemala,san marcos,2017,Bourbon,Washed / Wet,0.13192612137203166,0.13333333333333333,0.1364256480218281,0.12903225806451613,0.1364256480218281,0.13333333333333333,0.1,0.1,0.1,0.1347708894878706,0.012132977432661975,0.1,0,1.0,Green,2,1700.0,1700.0,1700.0
Guatemala,san marcos,2016,Bourbon,Washed / Wet,0.1303780964797914,0.13192612137203166,0.13793103448275862,0.1303780964797914,0.1347708894878706,0.1364256480218281,0.1,0.1,0.1,0.13333333333333333,0.012132977432661975,0.12,0,0.0,Green,0,1700.0,1700.0,1700.0
Guatemala,el progreso,2017,Bourbon,Washed / Wet,0.13192612137203166,0.13333333333333333,0.13793103448275862,0.1303780964797914,0.13333333333333333,0.13333333333333333,0.1,0.1,0.1,0.1347708894878706,0.012132977432661975,0.12,0,0.0,Green,0,157.8864,157.8864,157.8864
Guatemala,santa rosa,2017,Caturra,Washed / Wet,0.13333333333333333,0.1347708894878706,0.14124293785310735,0.12903225806451613,0.1303780964797914,0.13333333333333333,0.1,0.1,0.1,0.13333333333333333,0.012132977432661975,0.11,0,2.0,Green,3,,,
Colombia,guayata,2016,Caturra,Washed / Wet,0.19685039370078738,0.12903225806451613,0.1277139208173691,0.12903225806451613,0.1277139208173691,0.12376237623762376,0.1,0.1,0.1,0.12376237623762376,0.012132977432661975,0.11,0,0.0,Green,1,1600.0,1600.0,1600.0
China,yunnan,2015,Catimor,Washed / Wet,0.1303780964797914,0.1347708894878706,0.1347708894878706,0.13333333333333333,0.1347708894878706,0.1347708894878706,0.1,0.1,0.1,0.13192612137203166,0.012132977432661975,0.1,0,0.0,Green,0,1600.0,1600.0,1600.0
Brazil,campos altos - cerrado,2016,,,0.1347708894878706,0.13333333333333333,0.1364256480218281,0.13333333333333333,0.13793103448275862,0.1347708894878706,0.1,0.1,0.1,0.125,0.012132977432661975,0.11,0,1.0,Green,0,,,
"Tanzania, United Republic Of",arusha meru,2016,Ruiru 11,Washed / Wet,0.1303780964797914,0.13793103448275862,0.1347708894878706,0.1347708894878706,0.1303780964797914,0.1347708894878706,0.1,0.1,0.1,0.13192612137203166,0.012132977432661975,0.13,0,0.0,Green,7,2285.0,2285.0,2285.0
Brazil,south of minas,2016,Yellow Bourbon,Natural / Dry,0.1394700139470014,0.1277139208173691,0.1364256480218281,0.13333333333333333,0.12903225806451613,0.1347708894878706,0.1,0.1,0.1,0.1347708894878706,0.012132977432661975,0.0,0,0.0,Green,0,1.0,1.0,1.0
Guatemala,atitlan,2013,Caturra,Washed / Wet,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.1303780964797914,0.1347708894878706,0.13333333333333333,0.1,0.1,0.1,0.1364256480218281,0.012132977432661975,0.1,0,0.0,Green,0,1400.0,1400.0,1400.0
Mexico,la yerba,2014,Typica,Washed / Wet,0.1347708894878706,0.13333333333333333,0.1347708894878706,0.13192612137203166,0.1347708894878706,0.13333333333333333,0.1,0.1,0.1,0.13192612137203166,0.012132977432661975,0.11,0,0.0,Green,0,1296.0,1296.0,1296.0
Brazil,south of minas,2012,Catuai,Semi-washed / Semi-pulped,0.13192612137203166,0.1303780964797914,0.1364256480218281,0.13333333333333333,0.13333333333333333,0.1347708894878706,0.1,0.1,0.1,0.1347708894878706,0.012132977432661975,0.12,0,0.0,Blue-Green,1,1000.0,1000.0,1000.0
Peru,peru,2013,,Washed / Wet,0.13192612137203166,0.13192612137203166,0.13192612137203166,0.12903225806451613,0.13333333333333333,0.13192612137203166,0.10718113612004287,0.1,0.1,0.13333333333333333,0.012132977432661975,0.0,0,0.0,Green,3,,,
Brazil,south of minas,2014,Yellow Bourbon,Natural / Dry,0.13793103448275862,0.1364256480218281,0.13793103448275862,0.13333333333333333,0.1347708894878706,0.13333333333333333,0.1,0.1,0.1,0.12239902080783353,0.012132977432661975,0.0,0,0.0,Green,0,1260.0,1260.0,1260.0
Mexico,veracruz,2013,Bourbon,Washed / Wet,0.13333333333333333,0.13192612137203166,0.13333333333333333,0.12626262626262627,0.1347708894878706,0.1303780964797914,0.10718113612004287,0.1,0.1,0.13333333333333333,0.012132977432661975,0.12,0,0.0,Green,0,1170.0,1170.0,1170.0
Honduras,,2012,,Washed / Wet,0.13793103448275862,0.1303780964797914,0.1347708894878706,0.1394700139470014,0.12903225806451613,0.13333333333333333,0.1,0.1,0.1,0.1303780964797914,0.012132977432661975,0.09,0,0.0,None,2,,,
Colombia,huila,2013,Caturra,Washed / Wet,0.1303780964797914,0.1347708894878706,0.1364256480218281,0.13333333333333333,0.13192612137203166,0.13333333333333333,0.1,0.1,0.1,0.1347708894878706,0.012132977432661975,0.11,0,0.0,Green,9,1600.0,1950.0,1775.0
Mexico,chiapas,2013,Typica,Washed / Wet,0.13333333333333333,0.1347708894878706,0.1347708894878706,0.1303780964797914,0.1347708894878706,0.13192612137203166,0.1,0.1,0.1,0.1347708894878706,0.012132977432661975,0.12,0,0.0,Green,5,1560.0,1560.0,1560.0
Mexico,san pedro cotzilnam,2012,Typica,Semi-washed / Semi-pulped,0.1347708894878706,0.13192612137203166,0.13333333333333333,0.1347708894878706,0.13192612137203166,0.13333333333333333,0.1,0.1,0.1,0.1347708894878706,0.012132977432661975,0.13,0,0.0,Green,2,1400.0,1400.0,1400.0
Mexico,coatepec,2012,Typica,Washed / Wet,0.1347708894878706,0.13192612137203166,0.1364256480218281,0.13192612137203166,0.13333333333333333,0.13333333333333333,0.1,0.1,0.1,0.13333333333333333,0.012132977432661975,0.14,0,0.0,Green,9,1300.0,1300.0,1300.0
Mexico,xalapa,2012,Caturra,Washed / Wet,0.12903225806451613,0.1364256480218281,0.13793103448275862,0.13192612137203166,0.13192612137203166,0.1364256480218281,0.1,0.1,0.1,0.13192612137203166,0.012132977432661975,0.13,0,0.0,Green,1,1170.0,1170.0,1170.0
Mexico,zihuatanejo de azueta,2012,Typica,Washed / Wet,0.13333333333333333,0.13192612137203166,0.1364256480218281,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.1,0.1,0.1,0.13333333333333333,0.012132977432661975,0.11,0,0.0,Green,0,1300.0,1300.0,1300.0
Mexico,veracruz,2012,Pacamara,Washed / Wet,0.13192612137203166,0.13192612137203166,0.1394700139470014,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.1,0.1,0.1,0.13192612137203166,0.012132977432661975,0.14,0,0.0,Green,6,1350.0,1350.0,1350.0
Mexico,xicotepec de juarez,2012,Caturra,Washed / Wet,0.13192612137203166,0.1364256480218281,0.1364256480218281,0.13192612137203166,0.13333333333333333,0.13333333333333333,0.1,0.1,0.1,0.13192612137203166,0.012132977432661975,0.11,0,0.0,Green,0,1150.0,1150.0,1150.0
Mexico,progreso santa rosa teocelo,2012,Bourbon,Washed / Wet,0.1303780964797914,0.13192612137203166,0.1364256480218281,0.1347708894878706,0.13192612137203166,0.1364256480218281,0.1,0.1,0.1,0.13333333333333333,0.012132977432661975,0.13,0,0.0,,4,1250.0,1250.0,1250.0
Mexico,fln mirador,2012,Typica,Washed / Wet,0.1277139208173691,0.13333333333333333,0.1347708894878706,0.1303780964797914,0.1394700139470014,0.1364256480218281,0.1,0.1,0.1,0.13333333333333333,0.012132977432661975,0.12,0,0.0,Bluish-Green,0,1450.0,1450.0,1450.0
Colombia,huila,2012,Caturra,Natural / Dry,0.1303780964797914,0.1364256480218281,0.13793103448275862,0.1347708894878706,0.13333333333333333,0.1303780964797914,0.1,0.1,0.1,0.13192612137203166,0.012132977432661975,0.0,0,0.0,,2,442.0,442.0,442.0
Brazil,south of minas,2012,Arusha,Natural / Dry,0.12903225806451613,0.13333333333333333,0.1347708894878706,0.1347708894878706,0.13333333333333333,0.1347708894878706,0.1,0.1,0.1,0.1347708894878706,0.012132977432661975,0.11,0,0.0,Blue-Green,2,,,
Colombia,huila,2011,Caturra,Washed / Wet,0.1364256480218281,0.13192612137203166,0.1394700139470014,0.13192612137203166,0.1347708894878706,0.13192612137203166,0.1,0.1,0.1,0.12903225806451613,0.012132977432661975,0.0,0,0.0,Green,2,1750.0,1750.0,1750.0
Colombia,huila,2011,,,0.13192612137203166,0.13793103448275862,0.1347708894878706,0.13793103448275862,0.13192612137203166,0.1277139208173691,0.1,0.1,0.1,0.13333333333333333,0.012132977432661975,0.02,0,0.0,,1,1750.0,1750.0,1750.0
Honduras,comayagua,2017,Caturra,Washed / Wet,0.13333333333333333,0.13192612137203166,0.1364256480218281,0.13333333333333333,0.1347708894878706,0.1347708894878706,0.1,0.1,0.1,0.13192612137203166,0.012146240738491437,0.1,0,1.0,Green,8,1396.0,1396.0,1396.0
Brazil,cerrado,2016,Catuai,Natural / Dry,0.1364256480218281,0.13333333333333333,0.13333333333333333,0.1364256480218281,0.13333333333333333,0.13333333333333333,0.1,0.1,0.1,0.1303780964797914,0.012146240738491437,0.11,0,3.0,Green,11,982.0,982.0,982.0
Brazil,cerrado,2017,,Natural / Dry,0.1347708894878706,0.1347708894878706,0.1347708894878706,0.13333333333333333,0.13333333333333333,0.13192612137203166,0.1,0.1,0.1,0.13333333333333333,0.012146240738491437,0.11,0,4.0,Green,14,,,
Brazil,south of minas,2016,Bourbon,Natural / Dry,0.13333333333333333,0.13333333333333333,0.1347708894878706,0.13333333333333333,0.1347708894878706,0.13333333333333333,0.1,0.1,0.1,0.13333333333333333,0.012146240738491437,0.11,0,2.0,Bluish-Green,3,934.0,934.0,934.0
Costa Rica,tarrazu,2015,Caturra,Washed / Wet,0.12903225806451613,0.13333333333333333,0.13793103448275862,0.13793103448275862,0.1347708894878706,0.1303780964797914,0.1,0.1,0.1,0.13333333333333333,0.012146240738491437,0.1,6,1.0,Bluish-Green,3,1850.0,1850.0,1850.0
Costa Rica,tarrazu,2015,Catuai,Washed / Wet,0.12903225806451613,0.1364256480218281,0.13333333333333333,0.13333333333333333,0.1364256480218281,0.13192612137203166,0.1,0.1,0.1,0.1364256480218281,0.012146240738491437,0.0,0,2.0,Green,0,1550.0,1550.0,1550.0
China,xishuangbanna prefecture,2015,Catimor,Pulped natural / honey,0.13333333333333333,0.13192612137203166,0.1347708894878706,0.13333333333333333,0.1347708894878706,0.1347708894878706,0.1,0.1,0.1,0.13333333333333333,0.012146240738491437,0.12,0,6.0,Green,2,1580.0,1580.0,1580.0
Brazil,south of minas,2016,Bourbon,Natural / Dry,0.12121212121212122,0.1277139208173691,0.13793103448275862,0.12004801920768307,0.12239902080783353,0.12376237623762376,0.1,0.14992503748125938,0.1,0.12903225806451613,0.012146240738491437,0.07,0,0.0,Green,0,1268.0,1268.0,1268.0
Brazil,chapadão de ferro (cerrado mineiro),2015,Mundo Novo,Natural / Dry,0.1347708894878706,0.13333333333333333,0.13333333333333333,0.1347708894878706,0.13333333333333333,0.13192612137203166,0.1,0.1,0.1,0.1347708894878706,0.012146240738491437,0.11,0,0.0,Green,10,,,
Guatemala,huehuetenango,2015,Bourbon,Washed / Wet,0.13333333333333333,0.1347708894878706,0.1394700139470014,0.1277139208173691,0.13333333333333333,0.13333333333333333,0.1,0.1,0.1,0.1347708894878706,0.012146240738491437,0.1,0,0.0,Green,6,1676.4,1676.4,1676.4
Malawi,mzuzu,2014,Gesha,Washed / Wet,0.1364256480218281,0.13192612137203166,0.1347708894878706,0.13192612137203166,0.1364256480218281,0.13333333333333333,0.1,0.1,0.1,0.13192612137203166,0.012146240738491437,0.12,0,0.0,Green,0,1450.0,1450.0,1450.0
